timestamp,label,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max
2026-06-29T21:33:01.148890,sit,0,130.9,2102.2,11.1,1.01,2126.8
2026-06-29T21:33:01.500240,sit,0,124.6,2101.6,10.9,1.01,2126.8
2026-06-29T21:33:01.892023,sit,0,129.2,2102.3,10.4,1.01,2126.8
2026-06-29T21:33:02.286228,sit,0,132.1,2103.0,9.8,1.01,2126.8
2026-06-29T21:33:02.680486,sit,0,129.1,2103.2,19.3,1.04,2193.2
2026-06-29T21:33:03.117847,sit,0,127.5,2102.1,19.1,1.04,2193.2
2026-06-29T21:33:03.599093,sit,0,127.5,2101.2,19.0,1.04,2193.2
2026-06-29T21:33:03.949140,sit,0,126.2,2100.9,19.4,1.04,2193.2
2026-06-29T21:33:04.299833,sit,0,130.4,2100.3,19.4,1.04,2193.2
2026-06-29T21:33:04.692978,sit,0,124.4,2099.7,19.3,1.04,2193.2
2026-06-29T21:33:05.129472,sit,0,129.0,2099.6,9.1,1.01,2125.7
2026-06-29T21:33:05.480363,sit,0,124.4,2099.9,9.3,1.01,2125.7
2026-06-29T21:33:05.874904,sit,0,124.4,2099.8,9.2,1.01,2125.7
2026-06-29T21:33:06.354330,sit,0,124.4,2100.1,8.7,1.01,2120.8
2026-06-29T21:33:06.705199,sit,0,129.3,2100.0,8.4,1.01,2120.8
2026-06-29T21:33:07.274333,sit,0,127.6,2101.4,9.5,1.01,2123.8
2026-06-29T21:33:07.754229,sit,0,126.5,2101.1,12.4,1.02,2133.3
2026-06-29T21:33:08.193304,sit,0,126.5,2101.2,12.6,1.02,2133.3
2026-06-29T21:33:08.411925,sit,0,125.9,2101.0,12.9,1.02,2133.3
2026-06-29T21:33:08.761042,sit,0,125.9,2100.9,12.7,1.02,2133.3
2026-06-29T21:33:09.112516,sit,0,125.4,2101.0,12.6,1.02,2133.3
2026-06-29T21:33:09.549029,sit,0,129.8,2099.9,12.7,1.02,2133.3
2026-06-29T21:33:09.942201,sit,0,129.8,2099.9,10.6,1.01,2123.9
2026-06-29T21:33:10.380874,sit,0,129.8,2099.6,10.2,1.01,2123.9
2026-06-29T21:33:10.730285,sit,0,127.9,2099.8,10.4,1.01,2123.9
2026-06-29T21:33:11.080586,sit,0,127.9,2099.6,10.2,1.01,2123.9
2026-06-29T21:33:11.605147,sit,0,126.4,2099.7,10.7,1.01,2123.9
2026-06-29T21:33:11.912895,sit,0,130.6,2099.4,9.8,1.01,2123.9
2026-06-29T21:33:12.393620,sit,0,124.5,2100.0,9.7,1.01,2120.5
2026-06-29T21:33:13.005265,sit,0,124.6,2100.8,9.9,1.01,2125.8
2026-06-29T21:33:13.355861,sit,0,124.7,2101.5,9.6,1.01,2125.8
2026-06-29T21:33:13.528982,sit,0,124.7,2101.3,10.2,1.01,2125.8
2026-06-29T21:33:14.054824,sit,0,125.6,2101.1,9.9,1.01,2125.8
2026-06-29T21:33:14.274280,sit,0,121.6,2102.1,11.9,1.01,2133.6
2026-06-29T21:33:14.712675,sit,0,123.0,2102.1,11.7,1.01,2133.6
2026-06-29T21:33:15.105556,sit,0,123.7,2102.1,11.6,1.01,2133.6
2026-06-29T21:33:15.499817,sit,0,124.2,2101.8,12.4,1.02,2133.6
2026-06-29T21:33:16.068616,sit,0,124.2,2102.4,12.3,1.01,2133.6
2026-06-29T21:33:16.373701,sit,0,120.6,2102.8,12.2,1.01,2133.6
2026-06-29T21:33:16.810834,sit,0,126.8,2102.2,11.0,1.01,2132.6
2026-06-29T21:33:17.118991,sit,0,130.6,2102.3,11.5,1.01,2132.6
2026-06-29T21:33:17.599334,sit,0,124.4,2102.2,11.5,1.01,2132.6
2026-06-29T21:33:18.035721,sit,0,124.6,2101.8,11.3,1.01,2125.3
2026-06-29T21:33:18.562283,sit,0,124.6,2101.1,13.3,1.01,2125.3
2026-06-29T21:33:18.693978,sit,0,120.9,2101.2,13.7,1.01,2125.3
2026-06-29T21:33:19.393452,sit,0,127.0,2101.4,13.4,1.01,2125.3
2026-06-29T21:33:19.657438,sit,0,126.2,2100.7,16.2,1.02,2147.3
2026-06-29T21:33:20.225091,sit,0,125.6,2100.8,16.9,1.02,2147.3
2026-06-29T21:33:20.442588,sit,0,125.6,2101.1,16.7,1.02,2147.3
2026-06-29T21:33:20.792077,sit,0,121.2,2101.9,15.2,1.02,2147.3
2026-06-29T21:33:21.229423,sit,0,123.0,2101.0,15.9,1.02,2147.3
2026-06-29T21:33:21.623519,sit,0,124.7,2100.1,15.7,1.02,2147.3
2026-06-29T21:33:21.931544,sit,0,120.9,2100.4,13.2,1.02,2133.8
2026-06-29T21:33:22.454684,sit,0,120.9,2100.3,12.5,1.01,2124.6
2026-06-29T21:33:22.980092,sit,0,118.5,2100.3,12.5,1.01,2124.6
2026-06-29T21:33:23.112903,sit,0,117.4,2101.1,12.2,1.01,2124.6
2026-06-29T21:33:23.680128,sit,0,120.3,2101.7,11.7,1.01,2124.6
2026-06-29T21:33:24.075176,sit,0,118.3,2102.3,11.7,1.01,2124.6
2026-06-29T21:33:24.555641,sit,0,118.3,2101.8,11.2,1.01,2124.4
2026-06-29T21:33:24.775492,sit,0,120.7,2100.7,10.9,1.01,2124.4
2026-06-29T21:33:25.169050,sit,0,122.6,2100.2,10.6,1.01,2124.4
2026-06-29T21:33:25.605241,sit,0,116.4,2099.1,10.2,1.01,2124.4
2026-06-29T21:33:25.998568,sit,0,119.7,2100.0,9.9,1.01,2124.3
2026-06-29T21:33:26.610684,sit,0,119.7,2100.1,10.3,1.01,2128.2
2026-06-29T21:33:26.700084,sit,0,121.6,2100.6,9.9,1.01,2128.2
2026-06-29T21:33:27.224195,sit,0,121.6,2101.4,18.6,1.02,2136.3
2026-06-29T21:33:27.531540,sit,0,121.6,2103.3,20.8,1.02,2144.0
2026-06-29T21:33:27.969685,sit,0,123.0,2102.4,22.2,1.02,2144.0
2026-06-29T21:33:28.318952,sit,0,123.0,2101.8,23.7,1.02,2148.0
2026-06-29T21:33:28.842453,sit,0,123.0,2102.5,23.5,1.02,2148.0
2026-06-29T21:33:29.150306,sit,0,123.0,2102.5,23.6,1.02,2148.0
2026-06-29T21:33:29.542326,sit,0,123.0,2102.0,17.5,1.02,2148.0
2026-06-29T21:33:29.937462,sit,0,123.0,2100.7,14.9,1.02,2148.0
2026-06-29T21:33:30.331392,sit,0,123.0,2100.9,13.0,1.02,2148.0
2026-06-29T21:33:30.682445,sit,0,123.0,2100.8,9.5,1.01,2121.5
2026-06-29T21:33:31.162507,sit,0,116.6,2099.9,9.3,1.01,2121.5
2026-06-29T21:33:32.079983,sit,0,116.0,2099.7,8.7,1.01,2121.5
2026-06-29T21:33:32.081012,sit,0,116.0,2100.3,8.8,1.01,2121.5
2026-06-29T21:33:32.342971,sit,0,119.6,2100.2,8.4,1.01,2119.3
2026-06-29T21:33:32.779861,sit,0,114.5,2101.1,8.5,1.01,2125.2
2026-06-29T21:33:33.219165,sit,0,114.8,2100.8,8.5,1.01,2125.2
2026-06-29T21:33:33.654653,sit,0,114.8,2101.1,8.7,1.01,2125.2
2026-06-29T21:33:33.918242,sit,0,115.0,2101.2,8.3,1.01,2125.2
2026-06-29T21:33:34.487244,sit,0,111.8,2101.0,8.5,1.01,2125.2
2026-06-29T21:33:34.793459,sit,0,113.1,2100.6,8.9,1.01,2125.2
2026-06-29T21:33:35.274633,sit,0,113.1,2100.6,9.3,1.01,2128.5
2026-06-29T21:33:35.624696,sit,0,114.0,2100.9,10.0,1.01,2128.5
2026-06-29T21:33:36.368024,sit,0,114.5,2100.7,9.9,1.01,2128.5
2026-06-29T21:33:36.499749,sit,0,114.5,2101.1,10.2,1.01,2128.5
2026-06-29T21:33:36.850143,sit,0,114.5,2100.5,11.2,1.01,2128.5
2026-06-29T21:33:37.507621,sit,0,114.7,2100.6,11.3,1.01,2128.5
2026-06-29T21:33:37.507821,sit,0,116.0,2100.7,11.6,1.01,2122.4
2026-06-29T21:33:38.861698,sit,0,115.6,2101.0,10.8,1.01,2120.5
2026-06-29T21:33:38.949058,sit,0,115.5,2100.6,10.4,1.01,2120.5
2026-06-29T21:33:39.124183,sit,0,115.5,2099.6,12.3,1.01,2129.0
2026-06-29T21:33:39.298509,sit,0,115.4,2100.3,20.6,1.03,2170.7
2026-06-29T21:33:39.605397,sit,0,115.4,2099.6,22.2,1.03,2170.7
2026-06-29T21:33:39.913602,sit,0,115.4,2099.7,22.1,1.03,2170.7
2026-06-29T21:33:40.307594,sit,0,115.4,2100.1,23.6,1.03,2170.7
2026-06-29T21:33:41.006237,sit,0,115.4,2100.4,29.7,1.04,2191.2
2026-06-29T21:33:41.138154,sit,0,115.4,2100.3,32.3,1.04,2191.2
2026-06-29T21:33:41.487432,sit,0,115.4,2101.1,34.3,1.04,2191.2
2026-06-29T21:33:42.013621,sit,0,115.4,2100.8,36.7,1.04,2191.2
2026-06-29T21:33:42.361713,sit,0,115.3,2102.0,40.4,1.04,2191.2
2026-06-29T21:33:42.844380,sit,0,115.3,2100.7,39.9,1.04,2191.2
2026-06-29T21:33:43.150822,sit,0,115.3,2100.3,35.9,1.04,2181.5
2026-06-29T21:33:43.588206,sit,0,115.3,2101.5,33.0,1.04,2181.5
2026-06-29T21:33:44.024394,sit,0,119.3,2100.2,25.8,1.04,2181.5
2026-06-29T21:33:44.550848,sit,0,119.3,2101.7,20.5,1.04,2181.5
2026-06-29T21:33:44.812857,sit,0,119.3,2100.4,10.7,1.01,2124.4
2026-06-29T21:33:45.118946,sit,0,119.3,2101.3,9.5,1.01,2124.4
2026-06-29T21:33:45.513025,sit,0,118.4,2101.4,9.4,1.01,2121.3
2026-06-29T21:33:45.992977,stand,0,121.2,2101.0,9.3,1.01,2122.1
2026-06-29T21:33:46.300191,stand,0,115.5,2100.8,9.2,1.01,2122.1
2026-06-29T21:33:46.694740,stand,0,119.2,2099.8,9.6,1.01,2124.9
2026-06-29T21:33:47.088221,stand,0,119.2,2099.5,10.5,1.01,2124.9
2026-06-29T21:33:47.698665,stand,0,121.3,2098.4,10.8,1.01,2124.9
2026-06-29T21:33:47.919581,stand,0,119.0,2098.8,10.4,1.01,2124.9
2026-06-29T21:33:48.313124,stand,0,117.5,2098.5,11.5,1.02,2132.4
2026-06-29T21:33:48.750688,stand,0,116.6,2124.0,86.5,1.21,2579.7
2026-06-29T21:33:49.232532,stand,0,116.6,2144.4,184.9,1.37,2933.8
2026-06-29T21:33:50.105826,stand,0,116.6,2091.3,264.1,1.4,2933.8
2026-06-29T21:33:50.587090,stand,0,116.6,2079.2,279.8,1.41,2933.8
2026-06-29T21:33:50.805124,stand,0,116.6,2079.8,283.4,1.41,2933.8
2026-06-29T21:33:51.199340,stand,0,116.6,2073.4,284.0,1.41,2933.8
2026-06-29T21:33:51.330502,stand,0,116.6,2039.1,265.1,1.44,2933.8
2026-06-29T21:33:51.725434,stand,0,116.6,2008.7,195.5,1.16,2327.1
2026-06-29T21:33:51.943558,stand,0,116.6,2053.3,105.8,1.13,2327.1
2026-06-29T21:33:52.863346,stand,0,116.6,2056.1,56.6,1.13,2327.1
2026-06-29T21:33:52.863760,stand,0,116.6,2045.1,27.6,1.05,2152.5
2026-06-29T21:33:53.168123,stand,0,116.6,2041.5,22.2,1.02,2085.0
2026-06-29T21:33:54.043119,stand,0,116.6,2041.6,24.3,1.03,2108.2
2026-06-29T21:33:54.044134,stand,0,116.6,2040.7,24.8,1.03,2108.2
2026-06-29T21:33:55.051359,stand,0,116.6,2038.3,23.0,1.03,2108.2
2026-06-29T21:33:55.051532,stand,0,116.6,2039.2,22.1,1.03,2108.2
2026-06-29T21:33:55.224902,stand,0,116.6,2038.9,22.1,1.03,2108.2
2026-06-29T21:33:56.012006,stand,0,116.6,2040.0,18.8,1.03,2108.2
2026-06-29T21:33:56.230412,stand,0,116.6,2039.2,15.7,1.02,2080.8
2026-06-29T21:33:56.451381,stand,0,116.6,2035.2,54.5,1.13,2301.7
2026-06-29T21:33:56.799624,stand,0,116.6,2055.4,84.4,1.19,2454.4
2026-06-29T21:33:57.280561,stand,0,116.6,2061.9,101.7,1.19,2454.4
2026-06-29T21:33:57.893486,stand,0,116.6,2049.0,117.7,1.2,2454.4
2026-06-29T21:33:58.111965,stand,0,116.6,2053.5,138.6,1.2,2454.4
2026-06-29T21:33:58.419358,stand,0,116.6,2058.0,144.3,1.19,2454.4
2026-06-29T21:33:59.161968,stand,0,116.6,2065.1,135.3,1.19,2454.4
2026-06-29T21:33:59.164100,stand,0,116.6,2047.2,120.9,1.17,2405.3
2026-06-29T21:33:59.513773,stand,0,116.6,2041.6,106.5,1.14,2335.7
2026-06-29T21:34:00.956341,stand,0,116.1,2055.6,90.8,1.14,2335.7
2026-06-29T21:34:01.349443,stand,0,116.1,2050.3,59.8,1.12,2297.0
2026-06-29T21:34:01.569018,stand,0,116.1,2052.6,61.3,1.1,2253.2
2026-06-29T21:34:02.049140,stand,0,116.1,2053.7,59.6,1.1,2253.2
2026-06-29T21:34:02.137417,stand,0,116.1,2052.9,59.6,1.1,2253.2
2026-06-29T21:34:02.707988,stand,0,116.1,2053.5,59.8,1.1,2253.2
2026-06-29T21:34:02.708154,stand,0,112.5,2039.9,116.7,1.11,2267.7
2026-06-29T21:34:02.711622,stand,0,112.5,2044.0,116.1,1.11,2267.7
2026-06-29T21:34:03.624498,stand,0,112.5,2042.3,108.7,1.11,2267.7
2026-06-29T21:34:03.712814,stand,0,112.5,2066.4,129.6,1.12,2314.5
2026-06-29T21:34:04.238873,stand,0,112.5,2053.8,135.3,1.13,2314.5
2026-06-29T21:34:04.282090,stand,0,112.5,2063.0,139.1,1.12,2314.5
2026-06-29T21:34:04.718415,stand,0,112.5,2069.4,100.4,1.12,2314.5
2026-06-29T21:34:05.200863,stand,0,112.5,2077.9,110.4,1.11,2314.5
2026-06-29T21:34:05.726478,stand,0,112.5,2072.6,121.0,1.12,2314.5
2026-06-29T21:34:08.962220,stand,0,112.5,2056.2,100.6,1.08,2223.1
2026-06-29T21:34:09.486631,stand,0,112.5,2071.2,97.6,1.07,2223.1
2026-06-29T21:34:10.274813,stand,0,112.5,2059.5,92.8,1.08,2223.1
2026-06-29T21:34:10.318866,stand,0,112.5,2067.4,84.2,1.08,2223.1
2026-06-29T21:34:10.494076,stand,0,112.5,2053.1,68.7,1.07,2192.8
2026-06-29T21:34:10.670784,stand,0,112.5,2053.1,75.3,1.12,2304.4
2026-06-29T21:34:11.150049,stand,0,112.5,2050.1,78.2,1.12,2304.4
2026-06-29T21:34:11.414319,stand,0,112.5,2050.8,130.4,1.37,2805.8
2026-06-29T21:34:11.936761,stand,0,112.5,2046.5,133.4,1.37,2805.8
2026-06-29T21:34:12.331262,stand,0,112.5,2049.7,141.8,1.37,2805.8
2026-06-29T21:34:12.550402,stand,0,112.5,2050.5,142.1,1.37,2805.8
2026-06-29T21:34:13.032893,stand,0,112.5,2048.7,135.9,1.37,2805.8
2026-06-29T21:34:13.033938,stand,0,112.5,2049.8,141.2,1.37,2805.8
2026-06-29T21:34:13.949795,stand,0,112.5,2044.5,90.0,1.11,2270.1
2026-06-29T21:34:14.037947,stand,0,112.5,2049.9,85.4,1.11,2270.1
2026-06-29T21:34:14.081837,stand,0,112.5,2045.8,70.4,1.11,2270.1
2026-06-29T21:34:14.083035,stand,0,107.4,2046.4,71.8,1.11,2270.1
2026-06-29T21:34:14.085980,stand,0,107.4,2049.0,62.2,1.11,2270.1
2026-06-29T21:34:14.650025,stand,0,104.4,2039.6,38.3,1.06,2156.7
2026-06-29T21:34:14.737331,stand,0,105.5,2040.2,39.8,1.06,2156.7
2026-06-29T21:34:16.487539,stand,0,105.5,2039.1,51.2,1.06,2168.8
2026-06-29T21:34:18.501781,stand,0,105.5,2039.3,54.3,1.06,2168.8
2026-06-29T21:34:19.243928,stand,0,105.5,2041.2,51.1,1.06,2168.8
2026-06-29T21:34:19.989430,stand,0,105.5,2040.1,47.6,1.06,2168.8
2026-06-29T21:34:20.512821,stand,0,105.5,2041.9,46.8,1.06,2168.8
2026-06-29T21:34:21.300026,stand,0,105.5,2042.2,43.7,1.06,2168.8
2026-06-29T21:34:21.389917,stand,0,109.4,2043.3,28.4,1.04,2116.6
2026-06-29T21:34:26.374799,stand,0,109.2,2042.8,22.6,1.04,2116.6
2026-06-29T21:34:26.419277,stand,0,109.2,2042.4,17.2,1.02,2085.7
2026-06-29T21:34:26.463525,stand,0,108.3,2042.6,19.2,1.02,2089.7
2026-06-29T21:34:26.550664,stand,0,111.1,2041.8,18.5,1.02,2089.7
2026-06-29T21:34:26.681735,stand,0,106.6,2042.0,18.1,1.02,2089.7
2026-06-29T21:34:26.682844,stand,0,106.6,2041.3,18.4,1.02,2089.7
2026-06-29T21:34:26.769734,stand,0,113.8,2040.3,17.9,1.02,2089.7
2026-06-29T21:34:26.813118,stand,0,114.5,2039.2,16.5,1.02,2089.7
2026-06-29T21:34:27.250282,stand,0,114.8,2039.8,13.8,1.02,2071.9
2026-06-29T21:34:27.513786,stand,0,115.0,2039.6,13.2,1.01,2067.2
2026-06-29T21:34:29.700041,stand,0,115.0,2039.5,12.5,1.01,2067.2
2026-06-29T21:34:30.663934,stand,0,115.0,2039.3,13.5,1.01,2067.2
2026-06-29T21:34:30.751059,stand,0,115.0,2038.6,22.8,1.05,2138.8
2026-06-29T21:34:31.363106,stand,0,123.6,2044.6,34.9,1.05,2157.0
2026-06-29T21:34:31.538492,stand,0,123.6,2051.9,44.0,1.06,2168.9
2026-06-29T21:34:31.625932,stand,0,123.6,2054.4,57.1,1.08,2224.1
2026-06-29T21:34:31.844387,stand,0,123.6,2058.2,77.6,1.14,2338.4
2026-06-29T21:34:32.150493,stand,0,128.7,2063.0,79.9,1.13,2338.4
2026-06-29T21:34:32.588045,stand,0,127.1,2053.8,139.4,1.36,2787.7
2026-06-29T21:34:32.894305,stand,0,127.1,2061.7,139.6,1.35,2787.7
2026-06-29T21:34:33.200896,stand,0,127.1,2048.2,95.0,1.12,2287.0
2026-06-29T21:34:33.201221,stand,0,127.1,2050.5,71.4,1.12,2287.0
2026-06-29T21:34:33.420136,stand,0,127.1,2051.7,63.9,1.11,2287.0
2026-06-29T21:34:33.639966,stand,0,127.1,2049.8,59.5,1.12,2287.0
2026-06-29T21:34:33.640300,stand,0,127.1,2049.2,58.1,1.12,2287.0
2026-06-29T21:34:33.642102,stand,0,127.1,2048.6,28.2,1.03,2118.6
2026-06-29T21:34:33.644335,stand,0,127.1,2047.5,23.4,1.03,2118.6
2026-06-29T21:34:33.648268,stand,0,127.1,2048.2,20.0,1.03,2118.6
2026-06-29T21:34:33.682394,stand,0,122.3,2045.6,16.7,1.02,2085.3
2026-06-29T21:34:33.683859,stand,0,122.3,2047.2,15.3,1.02,2085.3
2026-06-29T21:34:33.725216,stand,0,116.3,2046.7,13.1,1.02,2085.3
2026-06-29T21:34:33.769958,stand,0,119.6,2046.6,12.1,1.01,2068.3
2026-06-29T21:34:33.771195,stand,0,115.3,2046.7,11.8,1.01,2068.3
2026-06-29T21:34:33.773187,stand,0,115.3,2045.9,11.7,1.01,2067.4
2026-06-29T21:34:33.775421,stand,0,115.3,2046.9,10.0,1.01,2067.4
2026-06-29T21:34:33.777060,stand,0,115.3,2045.8,10.7,1.01,2067.4
2026-06-29T21:34:33.902061,stand,0,115.3,2046.6,11.6,1.02,2080.4
2026-06-29T21:34:34.425074,stand,0,115.3,2045.9,11.8,1.02,2080.4
2026-06-29T21:34:34.734687,stand,0,111.9,2046.0,11.6,1.02,2080.4
2026-06-29T21:34:35.300225,stand,0,113.4,2048.0,11.2,1.02,2080.4
2026-06-29T21:34:35.477361,stand,0,113.4,2047.0,20.8,1.04,2122.3
2026-06-29T21:34:36.132464,stand,0,113.4,2047.2,24.1,1.04,2122.3
2026-06-29T21:34:36.396135,stand,0,113.4,2046.9,38.2,1.06,2175.4
2026-06-29T21:34:36.963012,stand,0,113.4,2047.6,40.5,1.06,2175.4
2026-06-29T21:34:37.487391,stand,0,113.4,2046.9,41.2,1.06,2175.4
2026-06-29T21:34:37.795133,stand,0,113.4,2046.5,42.8,1.06,2175.4
2026-06-29T21:34:38.100773,stand,0,114.1,2047.2,41.3,1.06,2175.4
2026-06-29T21:34:38.365259,stand,0,111.3,2046.6,44.0,1.06,2175.4
2026-06-29T21:34:38.890711,stand,0,111.3,2047.9,34.0,1.03,2117.7
2026-06-29T21:34:39.371513,stand,0,111.3,2051.2,37.2,1.07,2197.3
2026-06-29T21:34:39.502618,stand,0,111.3,2050.2,42.5,1.07,2197.3
2026-06-29T21:34:40.856855,stand,0,111.3,2049.0,44.8,1.07,2197.3
2026-06-29T21:34:42.607415,stand,0,111.3,2049.8,42.9,1.07,2197.3
2026-06-29T21:34:44.445716,stand,0,111.3,2050.4,38.2,1.07,2197.3
2026-06-29T21:34:45.888463,stand,0,111.3,2047.3,37.7,1.07,2197.3
2026-06-29T21:34:47.769872,lying,0,111.3,2043.7,31.3,1.04,2127.3
2026-06-29T21:34:49.082380,lying,0,111.3,2044.7,22.5,1.04,2127.3
2026-06-29T21:34:49.651227,lying,0,111.3,2044.3,13.3,1.01,2074.6
2026-06-29T21:34:50.045190,lying,0,111.3,2042.2,12.9,1.02,2074.6
2026-06-29T21:34:50.744850,lying,0,100.1,2040.7,13.5,1.01,2071.0
2026-06-29T21:34:52.363906,lying,0,100.1,2041.9,12.0,1.01,2071.0
2026-06-29T21:34:52.364444,lying,0,100.1,2040.8,11.0,1.01,2071.0
2026-06-29T21:34:52.537918,lying,0,100.1,2040.3,11.1,1.02,2071.0
2026-06-29T21:34:52.539577,lying,0,100.1,2041.0,11.2,1.01,2071.0
2026-06-29T21:34:52.583510,lying,0,100.1,2041.4,11.5,1.01,2071.0
2026-06-29T21:34:52.626343,lying,0,100.1,2042.1,9.7,1.01,2065.2
2026-06-29T21:34:52.670282,lying,0,100.1,2042.6,10.3,1.01,2065.2
2026-06-29T21:34:52.670609,lying,0,100.1,2041.4,24.2,1.05,2137.2
2026-06-29T21:34:52.673083,lying,0,100.1,2042.0,42.9,1.09,2229.1
2026-06-29T21:34:52.674991,lying,0,100.1,2041.2,44.1,1.09,2229.1
2026-06-29T21:34:52.676823,lying,0,91.6,2042.7,45.7,1.09,2229.1
2026-06-29T21:34:52.678837,lying,0,91.6,2042.0,47.5,1.09,2229.1
2026-06-29T21:34:52.681001,lying,0,101.9,2041.0,48.2,1.09,2229.1
2026-06-29T21:34:52.684801,lying,0,101.9,2040.9,55.4,1.09,2229.1
2026-06-29T21:34:52.685243,lying,0,101.9,2044.4,46.2,1.06,2162.8
2026-06-29T21:34:52.687455,lying,0,101.9,2042.3,45.6,1.06,2162.8
2026-06-29T21:34:52.689361,lying,0,101.9,2045.2,46.1,1.06,2162.8
2026-06-29T21:34:52.691799,lying,0,101.9,2049.1,37.7,1.04,2126.4
2026-06-29T21:34:52.693178,lying,0,101.9,2051.8,115.2,1.26,2590.5
2026-06-29T21:34:53.195498,lying,0,96.5,2058.8,133.4,1.26,2590.5
2026-06-29T21:34:53.590665,lying,0,96.5,2067.1,162.0,1.25,2590.5
2026-06-29T21:34:53.982935,lying,0,103.8,2070.6,167.6,1.25,2590.5
2026-06-29T21:34:57.570421,lying,0,97.6,2063.2,198.1,1.26,2590.5
2026-06-29T21:34:58.182977,lying,0,97.6,2057.1,217.3,1.42,2912.5
2026-06-29T21:35:01.570863,lying,0,97.6,2084.2,267.7,1.49,3109.1
2026-06-29T21:35:02.295114,lying,0,97.6,2054.8,283.6,1.51,3109.1
2026-06-29T21:35:02.645032,lying,0,97.6,2108.1,351.9,1.49,3142.4
2026-06-29T21:35:02.909091,lying,0,97.6,2077.0,365.7,1.51,3142.4
2026-06-29T21:35:03.870437,lying,0,97.6,2095.4,362.7,1.5,3142.4
2026-06-29T21:35:04.133135,lying,0,97.6,2079.7,358.2,1.51,3142.4
2026-06-29T21:35:05.839089,lying,0,97.6,2093.5,323.2,1.5,3142.4
2026-06-29T21:35:06.276370,lying,0,97.6,2123.9,299.6,1.48,3142.4
2026-06-29T21:35:06.802723,lying,0,97.6,2042.5,214.2,1.2,2457.0
2026-06-29T21:35:07.634563,lying,0,97.6,2054.5,227.9,1.2,2457.0
2026-06-29T21:35:07.809611,lying,0,97.6,2100.7,256.8,1.25,2622.9
2026-06-29T21:35:07.809985,lying,0,97.6,2104.9,246.7,1.25,2622.9
